Year,Exporting country,Importing country,Product,Value of the trade flow (thousands current USD),Quantity (in metric tons),description,Product category,hs4,hs2
2019,Papua New Guinea,Singapore,"Mineral fuels, mineral oils and products of their distillation",50604.254,99274.32,"Petroleum oils and oils from bituminous minerals, not crude: preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals: these being the basic constituents of the preparations: waste oils",271000,2710,27
2019,Papua New Guinea,Singapore,"Mineral fuels, mineral oils and products of their distillation",6905.001,81067.3,"Petroleum gases and other gaseous hydrocarbons: liquefied, natural gas",271111,2711,27
2019,Papua New Guinea,Singapore,"Mineral fuels, mineral oils and products of their distillation",0.016,0.14,"Petroleum gases and other gaseous hydrocarbons: in gaseous state, other than natural gas",271129,2711,27
2019,Papua New Guinea,Thailand,"Mineral fuels, mineral oils and products of their distillation",130720.422,323099.878,"Oils: petroleum oils and oils obtained from bituminous minerals, crude",270900,2709,27
2019,Papua New Guinea,Thailand,"Mineral fuels, mineral oils and products of their distillation",4928.293,15734.6,"Petroleum oils and oils from bituminous minerals, not crude: preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals: these being the basic constituents of the preparations: waste oils",271000,2710,27
2019,Papua New Guinea,United Kingdom,"Mineral fuels, mineral oils and products of their distillation",10.05,0.012,"Petroleum oils and oils from bituminous minerals, not crude: preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals: these being the basic constituents of the preparations: waste oils",271000,2710,27
2019,Tonga,Fiji,"Mineral fuels, mineral oils and products of their distillation",5.279,25.7,"Petroleum oils and oils from bituminous minerals, not crude: preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals: these being the basic constituents of the preparations: waste oils",271000,2710,27
2019,Tonga,France,"Mineral fuels, mineral oils and products of their distillation",0.037,0.003,"Petroleum oils and oils from bituminous minerals, not crude: preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals: these being the basic constituents of the preparations: waste oils",271000,2710,27
2019,Tuvalu,Portugal,"Mineral fuels, mineral oils and products of their distillation",0.101,25.0,Residues: of petroleum oils or of oils obtained from bituminous minerals,271390,2713,27
2019,Samoa,Rep. of Korea,"Mineral fuels, mineral oils and products of their distillation",0.015,0.01,"Petroleum oils and oils from bituminous minerals, not crude: preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals: these being the basic constituents of the preparations: waste oils",271000,2710,27
2019,Solomon Isds,Australia,Iron and steel,16.926,42.27,Ferrous waste and scrap: of alloy steel (excluding stainless),720429,7204,72
2019,Solomon Isds,Australia,Iron and steel,10.968,3334.04,Ferrous waste and scrap: n.e.c. in heading no. 7204,720449,7204,72
2019,Solomon Isds,Canada,Iron and steel,2.154,1.359,"Steel, alloy: flat-rolled, width less than 600mm, (excluding silicon-electrical or high speed steel), hot-rolled",722691,7226,72
2019,Solomon Isds,Malaysia,Iron and steel,161.701,550.155,Ferrous waste and scrap: of cast iron,720410,7204,72
2019,Solomon Isds,Switzerland,Iron and steel,5.975,9.6,"Iron or non-alloy steel: (not in coils), flat-rolled, of a width 600mm or more, hot-rolled, without patterns in relief, of a thickness of 4.75mm or more but not exceeding 10mm",720852,7208,72
2019,Solomon Isds,Switzerland,Iron and steel,1.91,3.072,"Iron or non-alloy steel: (not in coils), flat-rolled, of a width 600mm or more, hot-rolled, without patterns in relief, of a thickness of 3mm or more but less than 4.75mm",720853,7208,72
2019,Cook Isds,New Zealand,Iron and steel,64.707,493.0,Ferrous waste and scrap: of alloy steel (excluding stainless),720429,7204,72
2019,Fiji,American Samoa,Iron and steel,2.369,1.04,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with lead, including terne-plate",721020,7210,72
2019,Fiji,American Samoa,Iron and steel,215.153,207.04,"Iron or non-alloy steel: flat-rolled, width 600mm or more, corrugated, plated or coated with zinc (not electrolytically)",721041,7210,72
2019,Fiji,American Samoa,Iron and steel,1.85,0.45,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with materials n.e.c. in heading no. 7210",721090,7210,72
2019,Fiji,American Samoa,Iron and steel,5.564,4.0,"Iron or non-alloy steel: flat-rolled, of a width less than 600mm, electrolytically plated or coated with zinc",721220,7212,72
2019,Fiji,Australia,Iron and steel,65.486,69.83,Ferrous waste and scrap: of stainless steel,720421,7204,72
2019,Fiji,Australia,Iron and steel,171.774,166.888,Ferrous waste and scrap: of alloy steel (excluding stainless),720429,7204,72
2019,Fiji,Australia,Iron and steel,104.885,168.03,Ferrous waste and scrap: of tinned iron or steel,720430,7204,72
2019,Fiji,Australia,Iron and steel,0.025,1.033,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with materials n.e.c. in heading no. 7210",721090,7210,72
2019,Fiji,Australia,Iron and steel,0.81,0.023,"Iron or non-alloy steel: bars and rods, hot-rolled, in irregularly wound coils, of free-cutting steel",721320,7213,72
2019,Fiji,Australia,Iron and steel,0.054,0.205,"Steel, stainless: bars and rods, hot-rolled, hot-drawn or extruded, other than of circular cross-section",722219,7222,72
2019,Fiji,Bangladesh,Iron and steel,818.076,2729.18,Ferrous waste and scrap: of alloy steel (excluding stainless),720429,7204,72
2019,Fiji,Bangladesh,Iron and steel,166.635,783.244,Ferrous waste and scrap: of tinned iron or steel,720430,7204,72
2019,Fiji,Solomon Isds,Iron and steel,65.872,50.0,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with tin, thickness of 0.5mm or more",721011,7210,72
2019,Fiji,Sri Lanka,Iron and steel,9.644,77.655,Ferrous waste and scrap: of alloy steel (excluding stainless),720429,7204,72
2019,Fiji,China,Iron and steel,0.095,0.05,"Iron or steel, pig iron, spiegeleisen: powders (excluding alloy steel)",720529,7205,72
2019,Fiji,China,Iron and steel,21.48,19.346,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with tin, thickness of less than 0.5mm",721012,7210,72
2019,Fiji,China,Iron and steel,3.583,0.833,"Iron or non-alloy steel: L sections, hot-rolled, hot-drawn or extruded, of a height of less than 80mm",721621,7216,72
2019,Fiji,China,Iron and steel,1.584,0.833,"Iron or non-alloy steel: angles, shapes and sections, n.e.c. in heading no. 7216, hot-rolled, hot-drawn or extruded",721650,7216,72
2019,Fiji,Christmas Isds,Iron and steel,25.975,37.138,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with tin, thickness of 0.5mm or more",721011,7210,72
2019,Fiji,Christmas Isds,Iron and steel,6.968,4.715,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with lead, including terne-plate",721020,7210,72
2019,Fiji,Christmas Isds,Iron and steel,1.644,0.45,"Iron or non-alloy steel: bars and rods, hot-rolled, in irregularly wound coils, n.e.c. in heading no. 7213, of circular cross-section measuring 14mm or more in diameter",721399,7213,72
2019,Fiji,Christmas Isds,Iron and steel,2.098,10.456,"Iron or non-alloy steel: bars and rods, hot-rolled, hot-drawn or hot-extruded, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",721420,7214,72
2019,Fiji,Christmas Isds,Iron and steel,0.022,0.071,"Iron or non-alloy steel: bars and rods, hot-rolled, hot-drawn or hot-extruded, n.e.c. in heading no. 7214, of rectangular (other than square) cross-section",721491,7214,72
2019,Fiji,Christmas Isds,Iron and steel,0.025,0.02,"Iron or non-alloy steel: wire, n.e.c. in heading no. 7217",721790,7217,72
2019,Fiji,Christmas Isds,Iron and steel,0.456,0.53,"Steel, stainless: bars and rods, hot-rolled, in irregularly wound coils",722100,7221,72
2019,Fiji,Christmas Isds,Iron and steel,10.298,14.724,"Steel, stainless: bars and rods, hot-rolled, hot-drawn or extruded, other than of circular cross-section",722219,7222,72
2019,Fiji,Christmas Isds,Iron and steel,1.237,0.235,"Steel, stainless: bars and rods, n.e.c. in heading no. 7222",722230,7222,72
2019,Fiji,Cook Isds,Iron and steel,11.478,7.818,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with chromium oxides or with chromium and chromium oxides",721050,7210,72
2019,Fiji,Cook Isds,Iron and steel,0.323,0.25,"Iron or non-alloy steel: wire, (not plated or coated), whether or not polished",721710,7217,72
2019,Fiji,Cook Isds,Iron and steel,5.206,4.125,"Iron or non-alloy steel: wire, n.e.c. in heading no. 7217",721790,7217,72
2019,Fiji,Cook Isds,Iron and steel,1.92,1.732,"Steel, stainless: bars and rods, cold-formed or cold-finished",722220,7222,72
2019,Fiji,Cook Isds,Iron and steel,32.507,28.761,"Steel, alloy: bars and rods, of high speed steel",722810,7228,72
2019,Fiji,Kiribati,Iron and steel,1.581,21.0,Ferrous waste and scrap: of stainless steel,720421,7204,72
2019,Fiji,Kiribati,Iron and steel,3.494,1.5,"Iron or non-alloy steel: flat-rolled, hot-rolled, of a width 600mm or more, n.e.c. in heading no. 7208",720890,7208,72
2019,Fiji,Kiribati,Iron and steel,0.722,0.15,"Iron or non-alloy steel: flat-rolled, width 600mm or more, cold-rolled, n.e.c. in heading no. 7209",720990,7209,72
2019,Fiji,Kiribati,Iron and steel,213.574,118.463,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with tin, thickness of 0.5mm or more",721011,7210,72
2019,Fiji,Kiribati,Iron and steel,30.241,24.226,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with tin, thickness of less than 0.5mm",721012,7210,72
2019,Fiji,Kiribati,Iron and steel,61.667,47.433,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with lead, including terne-plate",721020,7210,72
2019,Fiji,Kiribati,Iron and steel,126.105,98.39,"Iron or non-alloy steel: flat-rolled, width 600mm or more, corrugated, plated or coated with zinc (not electrolytically)",721041,7210,72
2019,Fiji,Kiribati,Iron and steel,33.631,27.363,"Iron or non-alloy steel: flat-rolled, width 600mm or more, (not corrugated), plated or coated with zinc (not electrolytically)",721049,7210,72
2019,Fiji,Kiribati,Iron and steel,93.807,66.251,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with chromium oxides or with chromium and chromium oxides",721050,7210,72
2019,Fiji,Kiribati,Iron and steel,1.274,1.0,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with aluminium zinc-alloys",721061,7210,72
2019,Fiji,Kiribati,Iron and steel,4.574,9.042,"Iron or non-alloy steel: flat-rolled, width 600mm or more, painted, varnished or coated with plastics",721070,7210,72
2019,Fiji,Kiribati,Iron and steel,174.277,145.055,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with materials n.e.c. in heading no. 7210",721090,7210,72
2019,Fiji,Kiribati,Iron and steel,24.438,15.655,"Iron or non-alloy steel: flat-rolled, width less than 600mm, plated or coated with tin",721210,7212,72
2019,Fiji,Kiribati,Iron and steel,4.859,1.47,"Iron or non-alloy steel: flat-rolled, of a width less than 600mm, electrolytically plated or coated with zinc",721220,7212,72
