Year,Exporting country,Importing country,Product category,hs4,hs2,Value of the trade flow (thousands current USD),Quantity (in metric tons),Category,code,description
2019,Fiji,Australia,731815,7318,73,2.139,0.298,"Oil, metals and mineral products",731815,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers"
2019,Fiji,Australia,731816,7318,73,0.145,0.02,"Oil, metals and mineral products",731816,Iron or steel: threaded nuts
2019,Fiji,Australia,731819,7318,73,0.213,1.723,"Oil, metals and mineral products",731819,"Iron or steel: threaded screws, bolts and nuts n.e.c. in item no. 7318.1"
2019,Fiji,Australia,731823,7318,73,0.065,0.005,"Oil, metals and mineral products",731823,Iron or steel: non-threaded rivets
2019,Fiji,Australia,731824,7318,73,0.011,0.02,"Oil, metals and mineral products",731824,Iron or steel: non-threaded cotters and cotter-pins
2019,Fiji,Australia,731829,7318,73,1.298,0.045,"Oil, metals and mineral products",731829,"Iron or steel: non-threaded articles, n.e.c. in item no. 7318.2"
2019,Fiji,Australia,731990,7319,73,0.202,0.21,"Oil, metals and mineral products",731990,"Sewing and knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, not elsewhere specified or included, of iron or steel"
2019,Fiji,Australia,732111,7321,73,0.125,0.017,"Oil, metals and mineral products",732111,"Cooking appliances and plate warmers: for gas fuel or for both gas and other fuels, of iron or steel"
2019,Fiji,Australia,732112,7321,73,0.054,,"Oil, metals and mineral products",732112,"Cooking appliances and plate warmers: for liquid fuel, of iron or steel"
2019,Fiji,Australia,732310,7323,73,1.438,0.26,"Oil, metals and mineral products",732310,"Iron or steel: wool, pot scourers and scouring or polishing pads, gloves and the like"
2019,Fiji,Australia,732393,7323,73,9.246,1.177,"Oil, metals and mineral products",732393,"Steel, stainless: table, kitchen and other household articles and parts thereof"
2019,Fiji,Australia,732394,7323,73,0.326,0.268,"Oil, metals and mineral products",732394,"Iron (excluding cast) or steel: table, kitchen and other household articles and parts thereof, enamelled"
2019,Fiji,Australia,732399,7323,73,2.913,0.089,"Oil, metals and mineral products",732399,"Iron or steel: table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323"
2019,Fiji,Australia,732410,7324,73,1.786,0.064,"Oil, metals and mineral products",732410,"Steel: sinks and wash basins, of stainless steel"
2019,Fiji,Australia,732429,7324,73,0.141,0.268,"Oil, metals and mineral products",732429,Iron (other than cast) or steel: baths
2019,Fiji,Australia,732619,7326,73,1.961,0.01,"Oil, metals and mineral products",732619,"Iron or steel: articles n.e.c. in item no. 7326.11, forged or stamped, but not further worked"
2019,Fiji,Australia,732690,7326,73,21.252,0.917,"Oil, metals and mineral products",732690,Iron or steel: articles n.e.c. in heading 7326
2019,Fiji,Australia,740400,7404,74,900.257,439.74,"Oil, metals and mineral products",740400,Copper: waste and scrap
2019,Fiji,Australia,741510,7415,74,2.676,0.092,"Oil, metals and mineral products",741510,"Copper: nails and tacks, drawing pins, staples and similar articles of copper, or of iron or steel with copper heads"
2019,Fiji,Australia,741810,7418,74,0.954,0.065,"Oil, metals and mineral products",741810,"Copper: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like"
2019,Fiji,Australia,760200,7602,76,473.852,464.594,"Oil, metals and mineral products",760200,Aluminium: waste and scrap
2019,Fiji,Australia,760310,7603,76,0.139,0.07,"Oil, metals and mineral products",760310,Aluminium: powders of non-lamellar structure
2019,Fiji,Australia,760429,7604,76,0.255,0.09,"Oil, metals and mineral products",760429,"Aluminium: alloys, bars, rods and profiles, other than hollow"
2019,Fiji,Australia,760692,7606,76,1.09,0.205,"Oil, metals and mineral products",760692,"Aluminium: plates, sheets and strip, thickness exceeding 0.2mm, alloys, (not rectangular or square)"
2019,Fiji,Australia,760719,7607,76,0.047,0.04,"Oil, metals and mineral products",760719,"Aluminium: foil, (not backed), of a thickness not exceeding 0.2mm, not rolled"
2019,Fiji,Australia,760720,7607,76,1.262,0.079,"Oil, metals and mineral products",760720,"Aluminium: foil, backed with paper, paperboard, plastics or similar backing materials, of a thickness (excluding any backing) not exceeding 0.2mm"
2019,Fiji,Australia,760820,7608,76,5.84,0.268,"Oil, metals and mineral products",760820,"Aluminium: tubes and pipes, alloys"
2019,Fiji,Australia,760900,7609,76,2.317,4.0,"Oil, metals and mineral products",760900,"Aluminium: tube or pipe fittings (e.g. couplings, elbows, sleeves)"
2019,Fiji,Australia,761010,7610,76,0.687,0.17,"Oil, metals and mineral products",761010,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, doors, windows and their frames and thresholds for doors"
2019,Fiji,Australia,761090,7610,76,0.261,0.122,"Oil, metals and mineral products",761090,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, n.e.c. in heading no. 7610, plates, rods, profiles, tubes and the like"
2019,Fiji,Australia,761100,7611,76,62.865,140.106,"Oil, metals and mineral products",761100,"Aluminium: reservoirs, tanks, vats and similar containers, for material (not compressed or liquefied gas), of a capacity over 300l, whether or not lined, not fitted with mechanical/thermal equipment"
2019,Fiji,Australia,761510,7615,76,1.837,0.3,"Oil, metals and mineral products",761510,"Aluminium: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like"
2019,Fiji,Australia,761699,7616,76,42.009,2.117,"Oil, metals and mineral products",761699,Aluminium: articles n.e.c. in heading 7616
2019,Fiji,Australia,780200,7802,78,0.961,0.723,"Oil, metals and mineral products",780200,Lead: waste and scrap
2019,Fiji,Australia,820110,8201,82,0.289,0.222,"Oil, metals and mineral products",820110,"Tools, hand: spades and shovels"
2019,Fiji,Australia,820130,8201,82,0.077,0.063,"Oil, metals and mineral products",820130,"Tools, hand: mattocks, picks, hoes and rakes"
2019,Fiji,Australia,820160,8201,82,0.015,0.063,"Oil, metals and mineral products",820160,"Tools, hand: hedge shears, two-handed pruning shears and similar two-handed shears"
2019,Fiji,Australia,820239,8202,82,0.583,0.205,"Oil, metals and mineral products",820239,"Tools, hand: circular saw blades (including slitting or slotting saw blades), with working part of materials (other than steel)"
2019,Fiji,Australia,820299,8202,82,0.11,0.215,"Oil, metals and mineral products",820299,"Tools, hand: saw blades n.e.c. in heading no. 8202"
2019,Fiji,Australia,820310,8203,82,0.37,0.166,"Oil, metals and mineral products",820310,"Tools, hand: files, rasps and similar tools"
2019,Fiji,Australia,820320,8203,82,0.919,0.252,"Oil, metals and mineral products",820320,"Tools, hand: pliers (including cutting pliers), pincers, tweezers and similar tools"
2019,Fiji,Australia,820330,8203,82,3.555,0.315,"Oil, metals and mineral products",820330,"Tools, hand: metal cutting shears and similar tools"
2019,Fiji,Australia,820340,8203,82,1.511,0.335,"Oil, metals and mineral products",820340,"Tools, hand: pipe-cutters, bolt croppers, perforating punches and similar tools"
2019,Fiji,Australia,820411,8204,82,0.343,0.037,"Oil, metals and mineral products",820411,"Tools, hand: hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), non-adjustable"
2019,Fiji,Australia,820412,8204,82,1.117,0.086,"Oil, metals and mineral products",820412,"Tools, hand: hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), adjustable"
2019,Fiji,Australia,820420,8204,82,2.147,0.28,"Oil, metals and mineral products",820420,"Tools, hand: interchangeable spanner sockets, with or without handles"
2019,Fiji,Australia,820510,8205,82,8.362,0.135,"Oil, metals and mineral products",820510,"Tools, hand: drilling, threading or tapping tools"
2019,Fiji,Australia,820520,8205,82,0.716,0.235,"Oil, metals and mineral products",820520,"Tools, hand: hammers and sledge hammers"
2019,Fiji,Australia,820530,8205,82,0.031,0.01,"Oil, metals and mineral products",820530,"Tools, hand: planes, chisels, gauges and similar cutting tools for working wood"
2019,Fiji,Australia,820540,8205,82,0.925,0.04,"Oil, metals and mineral products",820540,"Tools, hand: screwdrivers"
2019,Fiji,Australia,820551,8205,82,1.134,0.093,"Oil, metals and mineral products",820551,"Tools, hand: household tools"
2019,Fiji,Australia,820559,8205,82,39.496,1.012,"Oil, metals and mineral products",820559,"Tools, hand: other hand tools (including glaziers diamonds), excluding household tools, drilling, threading or tapping tools, hammers and sledge hammers, planes, chisels, gouges and similar cutting tools for working wood, and screwdrivers"
2019,Fiji,Australia,820570,8205,82,3.956,0.259,"Oil, metals and mineral products",820570,"Tools, hand: vices, clamps and the like"
2019,Fiji,Australia,820590,8205,82,2.452,0.166,"Oil, metals and mineral products",820590,"Tools, hand: n.e.c. in heading 8205, including anvils, portable forges, hand or pedal-operated grinding wheels with frameworks, and sets of articles of two or more of the subheadings in heading 8205"
2019,Fiji,Australia,820600,8206,82,9.349,1.243,"Oil, metals and mineral products",820600,"Tools, hand: two or more of heading no. 8202 to 8205, put up in sets for retail sale"
2019,Fiji,Australia,820720,8207,82,0.695,0.007,"Oil, metals and mineral products",820720,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), dies for drawing or extruding metal"
2019,Fiji,Australia,820750,8207,82,0.036,0.01,"Oil, metals and mineral products",820750,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), tools for drilling (other than rock)"
2019,Fiji,Australia,820760,8207,82,0.058,0.015,"Oil, metals and mineral products",820760,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), for boring or broaching"
2019,Fiji,Australia,820790,8207,82,6.882,0.255,"Oil, metals and mineral products",820790,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), for screw-driving or uses n.e.c. in heading no. 8207"
2019,Fiji,Australia,820810,8208,82,0.002,0.01,"Oil, metals and mineral products",820810,"Tools: knives and cutting blades, for machines or for mechanical appliances, for metal working"
2019,Fiji,Australia,820890,8208,82,0.241,0.16,"Oil, metals and mineral products",820890,"Tools: knives and cutting blades, for machines or mechanical appliances, n.e.c. in heading no. 8208"
2019,Fiji,Australia,821192,8211,82,2.012,0.041,"Oil, metals and mineral products",821192,"Knives: having fixed cutting blades, (other than table knives), serrated or not, excluding knives and blades of heading no. 8208"
2019,Fiji,Australia,821193,8211,82,0.513,0.008,"Oil, metals and mineral products",821193,"Knives: with cutting blades, (having other than fixed blades), serrated or not, excluding knives and blades of heading no. 8208"
2019,Fiji,Australia,821194,8211,82,0.392,0.215,"Oil, metals and mineral products",821194,"Blades: cutting, serrated or not, excluding those of heading no. 8208"
2019,Fiji,Australia,821195,8211,82,0.142,0.035,"Oil, metals and mineral products",821195,Knives: with handles of base metal
2019,Fiji,Australia,821220,8212,82,50.882,,"Oil, metals and mineral products",821220,"Razors: safety razor blades, including razor blade blanks in strips"
2019,Fiji,Australia,821300,8213,82,0.037,0.025,"Oil, metals and mineral products",821300,"Scissors: tailors' shears, similar shears and blades therefore"
2019,Fiji,Australia,821490,8214,82,0.739,0.24,"Oil, metals and mineral products",821490,Cutlery: hair clippers and mincing knives
2019,Fiji,Australia,821599,8215,82,1.349,0.311,"Oil, metals and mineral products",821599,Cutlery: other than plated with precious metal
2019,Fiji,Australia,830110,8301,83,0.454,0.043,"Oil, metals and mineral products",830110,"Padlocks: (key, combination or electrically operated), of base metal"
2019,Fiji,Australia,830140,8301,83,1.74,0.094,"Oil, metals and mineral products",830140,"Locks: (other than those for motor vehicles or furniture), (key, combination or electrically operated), of base metal"
2019,Fiji,Australia,830170,8301,83,1.809,0.076,"Oil, metals and mineral products",830170,"Keys: presented separately, of base metal"
2019,Fiji,Australia,830230,8302,83,0.011,0.013,"Oil, metals and mineral products",830230,"Mountings, fittings and similar articles: for motor vehicles, of base metal"
2019,Fiji,Australia,830241,8302,83,0.017,0.08,"Oil, metals and mineral products",830241,"Mountings, fittings and similar articles: of base metal, suitable for buildings"
2019,Fiji,Australia,830250,8302,83,1.267,0.107,"Oil, metals and mineral products",830250,"Hat-racks, hat-pegs, brackets and similar fixtures, of base metal"
2019,Fiji,Australia,830400,8304,83,0.295,0.048,"Oil, metals and mineral products",830400,"Office equipment: filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading no. 9403"
2019,Fiji,Australia,830629,8306,83,1.447,0.051,"Oil, metals and mineral products",830629,Statuettes and other ornaments: of base metal other than plated with precious metal
